tweet_id,hashtags,text,timestamp,img_urls,video_url,category
914603109497917440,"['PuertoRico', 'SanJuanMayor', 'LiarLiar', 'PantsOnFire', 'FakeNews', 'FakenewsCNN', 'Fakenewsmedia', 'HurricaneMaria', 'hurricanereliefhttps']",#puertorico #sanjuanmayor @carmenyulincruz #liarliar #pantsonfire #fakenews #fakenewscnn #fakenewsmedia #hurricanemaria #hurricanereliefhttps://twitter.com/loudobbs/status/914599060014845952 …,2017-10-01 21:29:08,[],,transportation
914602991579222016,"['PuertoRico', 'SanJuanMayor', 'LiarLiar', 'PantsOnFire', 'FakeNews', 'FakenewsCNN', 'Fakenewsmedia', 'HurricaneMaria', 'hurricanereliefhttps']",#puertorico #sanjuanmayor @carmenyulincruz #liarliar #pantsonfire #fakenews #fakenewscnn #fakenewsmedia #hurricanemaria #hurricanereliefhttps://twitter.com/fema/status/914523938658684928 …,2017-10-01 21:28:40,[],,transportation
914602244179456000,"['watercrisis', 'HurricaneMaria', 'Trump']","san juan mayor: ""i am begging... save us from dying."" trump tweets: ""unfair."" https://www.washingtonpost.com/politics/trump-attacks-mayor-of-san-juan-ratcheting-up-tensions-over-crisis-in-puerto-rico/2017/09/30/c9ce821c-a5fd-11e7-ade1-76d061d56efa_story.html … #watercrisis #hurricanemaria #trump",2017-10-01 21:25:42,[],,water
914601079702204416,"['RETWEEET', 'HelpPuertoRico', 'HurricaneMaria', 'PuertoRicoRelief', 'RetweeetPlease', 'Donate', 'Help']",looking for a #retweeet to #helppuertorico!! https://www.gofundme.com/mpsyre-donations-for-hurricane-victims … #hurricanemaria #puertoricorelief #retweeetplease #donate #help,2017-10-01 21:21:04,[],,health
914600928673619968,"['PuertoRico', 'HurricaneMaria']","...heard on @npr - only 40% in #puertorico have clean drinking water, 11 days after #hurricanemaria. @fema, these are americans. where r u?https://twitter.com/motherjones/status/914563955217100801 …",2017-10-01 21:20:28,[],,water
914600015984828416,"['HurricaneMaría', 'PuertoRico']","12 days after #hurricanemaría- 95% without electricity, 55% without water in #puertorico, according 2 @deptofdefense
http://www.huffingtonpost.com/entry/puerto-ricans-without-water-grows_us_59d0f003e4b06791bb11171b …",2017-10-01 21:16:50,[],,power
914598586981146624,"['FakePresident', 'puertorico', 'HurricaneMaria']",@carmenyulincruz would make a better @potus than that jackass @realdonaldtrump  any day!  #fakepresident #puertorico #hurricanemaria,2017-10-01 21:11:10,[],,transportation
914597461028687872,"['PuertoRico', 'HurricaneMaria']","the population of #puertorico is 3.4 million. 

only 16 people have died as a result of #hurricanemaria in puerto rico. @carmenyulincruz https://twitter.com/toddstarnes/status/914144315240218624 …https://twitter.com/toddstarnes/status/914144315240218624 …",2017-10-01 21:06:41,[],,transportation
914597338974474240,"['PuertoRico', 'HurricaneMaria']","the population of #puertorico is 3.4 million. 

only 16 people have died as a result of #hurricanemaria in puerto rico. @carmenyulincruzhttps://twitter.com/toddstarnes/status/914144315240218624 …",2017-10-01 21:06:12,[],,transportation
914596415766220800,['HurricaneMaria'],broadcast news struggling to find audience for plight of puerto rico after #hurricanemaria http://apne.ws/mia0ajb  https://twitter.com/apentertainment/status/914165935321358339 …,2017-10-01 21:02:32,[],,transportation
914596415648780288,['HurricaneMaria'],broadcast news struggling to find audience for plight of puerto rico after #hurricanemaria http://apne.ws/mia0ajb  https://twitter.com/apentertainment/status/914165935321358339 …,2017-10-01 21:02:32,[],,transportation
914596409164419072,"['PuertoRico', 'HurricaneMaria']",by the numbers: more than half of #puertorico still without drinking water. #hurricanemaria @realdonaldtrump @potus https://www.usatoday.com/story/news/nation/2017/09/30/puerto-rico-by-the-numbers/720731001/ …,2017-10-01 21:02:30,[],,water
914595827716419584,"['Hurricane', 'HurricaneMaria']","nj state police, new jersey emergency medical task force gearing up to go to st. croix for #hurricane relief for #hurricanemaria @6abcpic.twitter.com/j73kghxvtz",2017-10-01 21:00:12,['https://pbs.twimg.com/media/DLFMDf-WsAI65o0.jpg'],,health
914594131430772736,['HuracánMaría'],"le radicarán cargos criminales por maltrato de animales contra una ciudadana que lanzó a su mascota desde un segundo piso. #huracánmaría

l…",2017-10-01 20:53:27,[],,transportation
914594019568701440,"['PuertoRico', 'HurricaneMaria', 'StandWithCarmen', 'mustreadhttps']",this is an extraordinary story. #puertorico #hurricanemaria #standwithcarmen #mustreadhttps://twitter.com/ddale8/status/914129153288491008 …,2017-10-01 20:53:01,[],,transportation
914592367067516928,['HuracánMaría'],le radicarán cargos criminales por maltrato de animales contra una ciudadana que lanzó a su mascota desde un segundo piso. #huracánmaría,2017-10-01 20:46:27,[],,transportation
914591841395335168,"['huracanMaria', 'PRselevanta']","no power,no water,no signal
#huracanmaria
#prselevanta",2017-10-01 20:44:21,[],,power
914591840883666944,"['huracanMaria', 'PRstrong']","no power,no water,no signal
#huracanmaria
#prstrong",2017-10-01 20:44:21,[],,power
914591598293536768,"['PuertoRico', 'Cuba', 'HurricaneMaria', 'Irma']","#puertorico is not alone in its crisis. barbuda, dominica, & #cuba are also recovering from #hurricanemaria & #irma.
https://www.vox.com/science-and-health/2017/9/26/16367410/hurricane-maria-2017-puerto-rico-caribbean-barbuda-dominica-virgin-islands-cuba-st-martin …",2017-10-01 20:43:23,[],,transportation
914590852416229376,['HuracánMaría'],le radicarán cargos criminales por maltrato de animales contra una ciudadana que lanzó a su mascota desde un segundo piso. #huracánmaría pic.twitter.com/kny0nwmqia,2017-10-01 20:40:26,['https://pbs.twimg.com/media/DLFHiEWXUAEc9am.jpg'],,transportation
914590207005118464,"['HurricaneMaria', 'PuertoRico']","the death toll from #hurricanemaria in #puertorico is not 16. the pr govt and @dhsgov have both said that it will ""likely rise.""",2017-10-01 20:37:52,[],,health
914590014696251392,['HuracánMaría'],le radicarán cargos criminales por maltrato de animales contra una ciudadana que lanzó a su mascota desde un segundo piso. #huracánmaría,2017-10-01 20:37:06,[],,transportation
914589773003677696,"['PuertoRico', 'HurricaneMaria']",sad cuz i can't see @thejenntracker @thetimtracker youtube channel cuz in #puertorico  there's no electricity cuz #hurricanemaria pass by,2017-10-01 20:36:08,[],,power
914589712677003264,"['HurricaneMaria', 'PuertoRico', 'infrastructure', 'energy']","#hurricanemaria left #puertorico's #infrastructure in shambles, its #energy grid could cost billions to rebuildhttps://www.bloomberg.com/news/articles/2017-10-01/puerto-rico-governor-seeks-to-end-infighting-focus-on-disaster?utm_campaign=pol&utm_medium=bd&utm_source=applenews …",2017-10-01 20:35:54,[],,building
914589235725963264,['HurricaneMaria'],"new: u.s. coast guard says it delivered 28k lbs of food, h2o to puerto rico's #hurricanemaria victims sat. : @uscoastguardpic.twitter.com/4zb6kfj2zs",2017-10-01 20:34:00,"['https://pbs.twimg.com/media/DLFGDt2VYAAbI1j.jpg', 'https://pbs.twimg.com/media/DLFGDt1UMAA0hm7.jpg']",,health
914588714197757952,"['HurricaneMaria', 'SanJuanMayor', 'CarmenYulinCruz', 'PuertoRico', 'PuertoRicoReliefhttps']",#hurricanemaria #sanjuanmayor #carmenyulincruz #puertorico #puertoricoreliefhttps://twitter.com/kenmatthews/status/914565591477968896 …,2017-10-01 20:31:56,[],,transportation
914588689816260608,"['PuertoRico', 'SanJuanMayor', 'LiarLiar', 'PantsOnFire', 'FakeNews', 'FakenewsCNN', 'Fakenewsmedia', 'HurricaneMaria', 'hurricanerelief']",#puertorico #sanjuanmayor @carmenyulincruz #liarliar #pantsonfire #fakenews #fakenewscnn #fakenewsmedia #hurricanemaria #hurricanerelief https://twitter.com/cernovichnews/status/914584465120333829 …,2017-10-01 20:31:50,[],,transportation
914588649999732736,"['Business', 'in', 'hurricanemaria', 'maga']",the latest the bean-counters daily #business #in! http://paper.li/keithveres/bean-counters?edition_id=86c96050-a6e7-11e7-a2ed-0cc47a0d1605 … thanks to @paulbrushcpa #hurricanemaria #maga,2017-10-01 20:31:41,[],,transportation
914588465584582656,['HurricaneMaria'],"in one puerto rican nursing home, a struggle to get power and keep patients alive http://www.latimes.com/nation/la-na-puerto-rico-healthcare-20170930-story.html … #hurricanemaria",2017-10-01 20:30:57,[],,transportation
914588301314740224,"['PuertoRico', 'SanJuanMayor', 'LiarLiar', 'PantsOnFire', 'FakeNews', 'FakenewsCNN', 'Fakenewsmedia', 'HurricaneMaria', 'hurricanereliefhttps']",#puertorico #sanjuanmayor @carmenyulincruz #liarliar #pantsonfire #fakenews #fakenewscnn #fakenewsmedia #hurricanemaria #hurricanereliefhttps://twitter.com/uscgsoutheast/status/914525219083227137 …,2017-10-01 20:30:17,[],,transportation
914588110310211584,['HurricaneMaria'],"in case ""anyone"" thinks puerto ricans (aka. american citizens) aren't doing enough to help themselves. #hurricanemaria https://twitter.com/carmenyulincruz/status/914363995771023360 …",2017-10-01 20:29:32,[],,transportation
914586788483751936,"['PuertoRico', 'SanJuanMayor', 'LiarLiar', 'PantsOnFire', 'FakeNews', 'FakenewsCNN', 'Fakenewsmedia', 'HurricaneMaria', 'hurricanereliefhttps']",#puertorico #sanjuanmayor @carmenyulincruz #liarliar #pantsonfire #fakenews #fakenewscnn #fakenewsmedia #hurricanemaria #hurricanereliefhttps://twitter.com/scottpresler/status/914572978343604224 …,2017-10-01 20:24:17,[],,transportation
914585859193634816,"['HurricaneMaria', 'Shanghaipic']",two chartered flights bring home nearly 400 chinese stranded by #hurricanemaria . #shanghaipic.twitter.com/8pkyxyp7pi,2017-10-01 20:20:35,"['https://pbs.twimg.com/media/DLFC10UUEAAfhI9.jpg', 'https://pbs.twimg.com/media/DLFC10YVwAAy1NA.jpg', 'https://pbs.twimg.com/media/DLFC10WVwAAf9b3.jpg', 'https://pbs.twimg.com/media/DLFC10XVwAAKgV8.jpg']",,power
914585703962628096,"['PuertoRico', 'SanJuanMayor', 'LiarLiar', 'PantsOnFire', 'FakeNews', 'FakenewsCNN', 'Fakenewsmedia', 'HurricaneMaria', 'hurricanereliefhttps']",#puertorico #sanjuanmayor @carmenyulincruz #liarliar #pantsonfire #fakenews #fakenewscnn #fakenewsmedia #hurricanemaria #hurricanereliefhttps://twitter.com/usaassociation/status/914539210291531776 …,2017-10-01 20:19:58,[],,transportation
914585112725004288,"['HurricaneMaria', 'maga', 'TrumpsKatrina']",so many puertoricans will be moving to mainland after #hurricanemaria trump better be scared. latinos don't forget! #maga #trumpskatrina,2017-10-01 20:17:37,[],,transportation
914585014175715328,"['Tesla', 'PuertoRico', 'HurricaneMaria']",keithharingfdn: rt climatereality: #tesla is sending battery packs to help re-power #puertorico after #hurricanemaria …,2017-10-01 20:17:14,[],,power
914584380898607104,"['gopro', 'travel', 'hurricaneMaria', 'PuertoRico', 'triumph', 'bonneville', 'motorcycle', 'hero5']",electric street #gopro #travel #hurricanemaria #puertorico #triumph #bonneville #motorcycle #hero5 https://www.instagram.com/p/bzt-ro8fex8/ ,2017-10-01 20:14:43,[],,power
914584052530900992,"['Tesla', 'PuertoRico', 'HurricaneMaria', 'ClimateHope', 'ClimateChange', 'tf']",#tesla is sending battery packs to help re-power #puertorico after #hurricanemaria https://yhoo.it/2xhyygc  #climatehope #climatechange #tf…,2017-10-01 20:13:24,[],,power
914583848620609536,"['PuertoRico', 'HurricaneMaria']","#puertorico has been devastated by #hurricanemaria; millions are without electricity, food and… https://www.instagram.com/p/bzt-chznegh/ ",2017-10-01 20:12:36,[],,power
914583698850361344,"['Tesla', 'PuertoRico', 'HurricaneMaria', 'ClimateHope']",#tesla is sending battery packs to help re-power #puertorico after #hurricanemaria https://yhoo.it/2xhyygc  #climatehope,2017-10-01 20:12:00,[],,power
914583134909411328,"['HurricaneMaria', 'donate', 'HurricaneMariapr', 'HelpPuertoRico', 'helppuertoriconowhttps']",#hurricanemaria #donate #hurricanemariapr #helppuertorico #helppuertoriconowhttps://twitter.com/caroldieppa/status/914582032184938496 …,2017-10-01 20:09:46,[],,transportation
914581512472981504,['HuracanMaria'],"el buque hospital usns comfort, mientras, debe atracar en san juan el miércoles. #huracanmaria

el buque hospital usns comfort, mientras, d…",2017-10-01 20:03:19,[],,transportation
914581425868951552,"['HurricaneMaria', 'PuertoRicoRelief']",#hurricanemaria #puertoricorelief saving lives!https://twitter.com/carmenyulincruz/status/914452100872118273 …,2017-10-01 20:02:58,[],,transportation
914580740217741312,"['PuertoRico', 'DonaldTrump', 'HurricaneMaria']",trump bashes puerto rico mayor and victims of hurricane maria http://ow.ly/izpm30fyuzv  #puertorico #donaldtrump #hurricanemaria pic.twitter.com/5mvq5folh6,2017-10-01 20:00:15,['https://pbs.twimg.com/media/DLE-VfeVAAAoii-.jpg'],,health
914580679614242816,"['HurricaneMaria', 'RioGrande', 'PR']",.@uscg investigative service agents provide ongoing disaster relief to victims of #hurricanemaria at #riogrande #pr pic.twitter.com/gnwmls9gxa,2017-10-01 20:00:00,['https://pbs.twimg.com/media/DK5SVnvV4AA1mOi.jpg'],,health
914580267276390400,"['ICYMI', 'Military', 'HurricaneMaria', 'PuertoRico']",#icymi @fema and our entire #military has been working 24/7 to help #hurricanemaria victims. thank you!!@realdonaldtrump #puertorico pic.twitter.com/uav71cryzb,2017-10-01 19:58:22,['https://pbs.twimg.com/media/DLE95yyX0AA3sb3.jpg'],,health
914579698528788480,['HuracanMaria'],"el buque hospital usns comfort, mientras, debe atracar en san juan el miércoles. #huracanmaria",2017-10-01 19:56:06,[],,transportation
